crime_id,crime_type,criminal_id,neighbourhood_id
20713,Drive While Impaired / Over 80,12858,119
20714,Sexual Violations,20004,129
20715,Total Arrests,27464,78
20716,Theft Under $5000,22445,36
20717,Other,30186,95
20718,Theft Under $5000,8690,28
20719,Total Arrests,3977,98
20720,Other,14206,35
20721,Total Arrests,705,62
20722,Other Criminal Violations - Offensive Weapons,5453,87
20723,Other,12850,108
20724,Total Arrests,6095,125
20725,Total Arrests,28704,79
20726,Other,3682,125
20727,Other,20523,61
20728,Refuse Sample,18301,26
20729,Other,9567,57
20730,Other,7502,132
20731,Assaults,1846,42
20732,Robbery,21039,22
20733,Break and Enter,6414,139
20734,Robbery,24496,90
20735,Total Arrests,7991,58
20736,Other,9629,7
20737,Drive While Impaired / Over 80,13231,136
20738,Assaults,30271,51
20739,Other,19475,90
20740,Other Criminal Violations - Offensive Weapons,17755,108
20741,Fraud,18313,9
20742,Other,1637,38
20743,Theft Under $5000,22565,111
20744,Sexual Violations,24668,13
20745,Other,18228,7
20746,Assaults,24761,139
20747,Break and Enter,29400,67
20748,Total Arrests,29724,41
20749,Fraud,26148,16
20750,Theft Under $5000,14708,44
20751,Other,17216,50
20752,Other,29017,134
20753,Drive While Impaired / Over 80,5539,18
20754,Refuse Sample,21700,51
20755,Total Arrests,10318,3
20756,Dangerous Driving,12455,89
20757,Other,15450,54
20758,Other,8456,49
20759,Total Arrests,30168,28
20760,Sexual Violations,21712,38
20761,Total Arrests,15060,28
20762,Theft Under $5000,15631,32
20763,Other,1287,41
20764,Other,1530,36
20765,Assaults,10001,103
20766,Fraud,6656,36
20767,Total Arrests,1878,107
20768,Theft Under $5000,9942,126
20769,Assaults,26486,87
20770,Assaults,27200,66
20771,Refuse Sample,31442,138
20772,Total Arrests,21816,70
20773,Other,25774,79
20774,Total Arrests,18863,93
20775,Other,13056,92
20776,Sexual Violations,27087,22
20777,Firearm-Related,16485,20
20778,Theft Under $5000,3088,33
20779,Theft Under $5000,5829,135
20780,Theft Under $5000,23810,90
20781,Fraud,26496,50
20782,Total Arrests,18676,10
20783,Fail to Remain,21852,79
20784,Drive While Impaired / Over 80,27897,37
20785,Assaults,24681,59
20786,Refuse Sample,17078,88
20787,Break and Enter,22171,104
20788,Assaults,5407,63
20789,Other,11433,21
20790,Other,3492,104
20791,Other,13359,79
20792,Total Arrests,13355,37
20793,Total Arrests,3393,45
20794,Other,29490,43
20795,Theft Under $5000,2269,116
20796,Other,5633,85
20797,Other,3784,84
20798,Assaults,28089,3
20799,Other,14480,104
20800,Other,25466,87
20801,Other,15388,111
20802,Sexual Violations,22358,87
20803,Other,5970,91
20804,Assaults,8982,35
20805,Other,21033,96
20806,Dangerous Driving,21324,86
20807,Break and Enter,8851,136
20808,Robbery,24409,116
20809,Attempted Murder,24242,92
20810,Firearm-Related,15173,140
20811,Other,17403,2
20812,Other,18338,124
20813,Firearm-Related,25767,4
20814,Theft Under $5000,28283,109
20815,Total Arrests,3658,111
20816,Fraud,21231,34
20817,Other,18681,87
20818,Assaults,17159,13
20819,Other,19196,7
20820,Other,9573,32
20821,Total Arrests,3183,23
20822,Attempted Murder,12980,47
20823,Other,7868,29
20824,Other,15156,23
20825,Drive While Impaired / Over 80,13007,38
20826,Total Arrests,4330,127
20827,Break and Enter,22552,44
20828,Assaults,3098,5
20829,Theft Under $5000,1405,40
20830,Total Arrests,28378,139
20831,Other,5102,78
20832,Fraud,1370,106
20833,Drive While Impaired / Over 80,21882,130
20834,Other,6666,49
20835,Other,18449,123
20836,Drive While Impaired / Over 80,26869,35
20837,Other,2766,106
20838,Other,19202,72
20839,Theft Under $5000,24176,109
20840,Break and Enter,717,125
20841,Total Arrests,13851,71
20842,Assaults,20425,39
20843,Theft Under $5000,1712,91
20844,Other,25802,37
20845,Attempted Murder,21752,81
20846,Sexual Violations,6262,132
20847,Total Arrests,16393,23
20848,Other,25174,5
20849,Total Arrests,20503,110
20850,Other Criminal Violations - Offensive Weapons,6087,18
20851,Assaults,22768,27
20852,Drive While Impaired / Over 80,26185,24
20853,Total Arrests,14363,29
20854,Other,11224,139
20855,Other Criminal Violations - Offensive Weapons,16221,123
20856,Assaults,13393,128
20857,Other,20052,112
20858,Total Arrests,2247,117
20859,Drive While Impaired / Over 80,20011,132
20860,Total Arrests,28648,33
20861,Assaults,2823,42
20862,Total Arrests,24668,125
20863,Robbery,17235,4
20864,Other,30655,20
20865,Other,17492,68
20866,Total Arrests,16684,58
20867,Other,24487,80
20868,Other,26920,134
20869,Other,31367,95
20870,Firearm-Related,9670,4
20871,Total Arrests,21785,44
20872,Other,29673,125
20873,Other Criminal Violations - Offensive Weapons,1083,42
20874,Other,11149,29
20875,Assaults,27495,44
20876,Fraud,8168,55
20877,Other,9558,80
20878,Total Arrests,19185,133
20879,Assaults,11729,113
20880,Break and Enter,3952,21
20881,Other,14678,78
20882,Robbery,15970,30
20883,Theft Under $5000,26686,23
20884,Sexual Violations,8968,5
20885,Other,6769,63
20886,Fail to Remain,17837,59
20887,Total Arrests,18066,82
20888,Other,14040,52
20889,Dangerous Driving,2304,65
20890,Other,15164,39
20891,Break and Enter,7158,3
20892,Total Arrests,18236,71
20893,Total Arrests,18282,15
20894,Other,16130,72
20895,Other,22210,70
20896,Total Arrests,27995,4
20897,Total Arrests,28174,94
20898,Other,9520,34
20899,Theft Under $5000,25191,124
20900,Total Arrests,245,134
20901,Fail to Remain,8949,36
20902,Drive While Impaired / Over 80,9016,99
20903,Other,11020,80
20904,Total Arrests,20192,66
20905,Drive While Impaired / Over 80,2780,136
20906,Other,18231,91
20907,Other,13724,80
20908,Other,23406,59
20909,Sexual Violations,25817,10
20910,Other,12804,7
20911,Theft Under $5000,16858,112
20912,Other,20516,76
20913,Assaults,27826,12
20914,Theft Under $5000,13699,79
20915,Theft Under $5000,1793,46
20916,Assaults,15377,32
20917,Total Arrests,18119,115
20918,Other,13118,114
20919,Total Arrests,7216,126
20920,Other,23614,90
20921,Sexual Violations,5189,61
20922,Other,16019,61
20923,Assaults,28519,102
20924,Other,14702,114
20925,Total Arrests,5282,92
20926,Theft Under $5000,22243,129
20927,Other Criminal Violations - Offensive Weapons,945,107
20928,Other,31696,49
20929,Assaults,1512,25
20930,Other,20466,16
20931,Sexual Violations,12719,108
20932,Total Arrests,22503,44
20933,Other,17243,83
20934,Total Arrests,19945,47
20935,Other,24806,124
20936,Other,26994,80
20937,Total Arrests,8370,76
20938,Other,12121,20
20939,Assaults,13722,12
20940,Fraud,2616,112
20941,Total Arrests,17998,60
20942,Other,15630,75
20943,Theft Under $5000,31950,110
20944,Assaults,2841,34
20945,Total Arrests,14052,140
20946,Theft Under $5000,27524,36
20947,Other,1775,28
20948,Total Arrests,13263,39
20949,Assaults,3872,77
20950,Sexual Violations,8274,104
20951,Total Arrests,17230,91
20952,Sexual Violations,27386,115
20953,Robbery,9409,2
20954,Other,29290,117
20955,Other,3261,82
20956,Other,3146,90
20957,Firearm-Related,31754,42
20958,Assaults,7803,31
20959,Theft Under $5000,2264,61
20960,Total Arrests,26914,102
20961,Other,25021,56
20962,Other,8156,83
20963,Other,923,128
20964,Firearm-Related,6696,14
20965,Fraud,20673,14
20966,Robbery,5759,50
20967,Drive While Impaired / Over 80,12577,101
20968,Fraud,24516,68
20969,Fraud,19015,71
20970,Other,7817,11
20971,Other,25744,14
20972,Robbery,7557,106
20973,Other Criminal Violations - Offensive Weapons,16226,104
20974,Other,28540,131
20975,Total Arrests,30103,128
20976,Assaults,5931,8
20977,Other,11634,137
20978,Robbery,23385,19
20979,Total Arrests,3513,140
20980,Other,6067,112
20981,Other,31501,58
20982,Fraud,25472,25
20983,Dangerous Driving,13208,45
20984,Assaults,20107,102
20985,Other,31284,48
20986,Firearm-Related,14323,50
20987,Break and Enter,22033,81
20988,Total Arrests,30373,44
20989,Assaults,2061,59
20990,Other,14014,103
20991,Other,19419,78
20992,Other,2388,18
20993,Assaults,23393,116
20994,Other Criminal Violations - Offensive Weapons,26474,106
20995,Other Criminal Violations - Offensive Weapons,8032,11
20996,Other,1800,62
20997,Refuse Sample,20792,48
20998,Total Arrests,2781,94
20999,Other,1128,87
21000,Drive While Impaired / Over 80,24915,50
21001,Firearm-Related,7366,60
21002,Other,14636,59
21003,Other,7612,15
21004,Total Arrests,12647,29
21005,Other,7536,40
21006,Assaults,14505,31
21007,Other,9365,73
21008,Other,2809,11
21009,Assaults,13056,81
21010,Assaults,27606,62
21011,Other,26666,136
21012,Total Arrests,4298,51
21013,Drive While Impaired / Over 80,11210,57
21014,Fraud,31988,132
21015,Drive While Impaired / Over 80,30365,24
21016,Other,20944,41
21017,Other,449,49
21018,Other,5009,36
21019,Other,21278,10
21020,Other Criminal Violations - Offensive Weapons,17178,78
21021,Other,16821,135
21022,Total Arrests,6013,140
21023,Firearm-Related,22254,86
21024,Dangerous Driving,29203,60
21025,Other,29237,96
21026,Other,1621,8
21027,Other,13585,135
21028,Firearm-Related,28078,107
21029,Other,27496,58
21030,Other,20693,81
21031,Total Arrests,949,86
21032,Total Arrests,20329,34
21033,Theft Under $5000,9320,84
21034,Assaults,16576,117
21035,Robbery,12205,22
21036,Assaults,11953,15
21037,Other,28307,133
21038,Other,17788,102
21039,Assaults,18375,5
21040,Total Arrests,1105,23
21041,Theft Over $5000,29377,83
21042,Theft Under $5000,549,14
21043,Other,11641,10
21044,Other,26438,31
21045,Break and Enter,28826,127
21046,Assaults,22146,37
21047,Other,25147,138
21048,Fraud,7904,31
21049,Theft Under $5000,18169,99
21050,Other,26864,35
21051,Other,10614,111
21052,Total Arrests,28549,68
21053,Sexual Violations,17189,117
21054,Total Arrests,8991,126
21055,Assaults,11468,6
21056,Assaults,25187,119
21057,Firearm-Related,23902,30
21058,Other,23216,69
21059,Fail to Remain,23302,108
21060,Other,26383,35
21061,Total Arrests,4239,103
21062,Drive While Impaired / Over 80,19645,44
21063,Firearm-Related,4368,29
21064,Dangerous Driving,5652,6
21065,Drive While Impaired / Over 80,16205,27
21066,Other Criminal Violations - Offensive Weapons,19756,28
21067,Other,27050,133
21068,Break and Enter,2094,56
21069,Other,26719,112
21070,Total Arrests,4002,54
21071,Total Arrests,30784,80
21072,Total Arrests,22941,105
21073,Drive While Impaired / Over 80,7811,18
21074,Assaults,11273,43
21075,Total Arrests,4555,89
21076,Theft Under $5000,30411,74
21077,Drive While Impaired / Over 80,26009,10
21078,Refuse Sample,18902,134
21079,Total Arrests,27434,89
21080,Other,8698,132
21081,Other,22190,34
21082,Assaults,17481,83
21083,Sexual Violations,12372,132
21084,Dangerous Driving,28731,98
21085,Total Arrests,9237,31
21086,Other,13770,80
21087,Total Arrests,7062,60
21088,Total Arrests,18589,2
21089,Firearm-Related,3903,36
21090,Other,1353,125
21091,Drive While Impaired / Over 80,1597,103
21092,Total Arrests,8768,116
21093,Total Arrests,23365,101
21094,Theft Under $5000,680,46
21095,Assaults,28875,80
21096,Robbery,20097,107
21097,Other,12021,44
21098,Other,25706,49
21099,Firearm-Related,12097,88
21100,Other Criminal Violations - Offensive Weapons,11386,58
21101,Other,8510,91
21102,Other Criminal Violations - Offensive Weapons,21686,135
21103,Other,5735,94
21104,Other,15676,78
21105,Assaults,24366,122
21106,Total Arrests,22277,76
21107,Attempted Murder,20081,53
21108,Other,12694,23
21109,Theft Under $5000,23514,77
21110,Dangerous Driving,19381,73
21111,Drive While Impaired / Over 80,23622,88
21112,Other Criminal Violations - Offensive Weapons,23712,103
21113,Break and Enter,7408,94
21114,Fraud,11787,60
21115,Other,27786,10
21116,Sexual Violations,2543,102
21117,Other,17063,58
21118,Dangerous Driving,5367,9
21119,Other,26466,13
21120,Other,22028,137
21121,Other,7411,131
21122,Assaults,9836,73
21123,Fraud,13648,116
21124,Total Arrests,5542,125
21125,Drive While Impaired / Over 80,17219,111
21126,Other,10434,71
21127,Drive While Impaired / Over 80,10548,89
21128,Fraud,9861,20
21129,Other,22411,81
21130,Assaults,10746,90
21131,Other,24857,19
21132,Total Arrests,24355,112
21133,Total Arrests,6819,131
21134,Total Arrests,14102,107
21135,Total Arrests,5029,121
21136,Refuse Sample,15799,92
21137,Theft Under $5000,10955,80
21138,Total Arrests,21088,31
21139,Assaults,12771,53
21140,Assaults,9439,113
21141,Total Arrests,18157,34
21142,Other,18549,31
21143,Theft Under $5000,7112,139
21144,Total Arrests,24768,6
21145,Other,19220,27
21146,Assaults,19050,7
21147,Assaults,6114,49
21148,Theft Under $5000,2564,96
21149,Other,15890,60
21150,Other,8499,33
21151,Robbery,8132,47
21152,Other,25108,119
21153,Total Arrests,28794,27
21154,Assaults,2697,22
21155,Assaults,21072,47
21156,Other,23706,93
21157,Assaults,23398,2
21158,Other Criminal Violations - Offensive Weapons,7705,47
21159,Total Arrests,21956,27
21160,Sexual Violations,23721,27
21161,Other,16443,75
21162,Break and Enter,31021,10
21163,Theft Over $5000,31273,121
21164,Theft Under $5000,9766,33
21165,Total Arrests,17525,126
21166,Total Arrests,10003,8
21167,Assaults,30478,135
21168,Assaults,11391,71
21169,Other,11669,135
21170,Break and Enter,29071,41
21171,Sexual Violations,18947,118
21172,Theft Under $5000,19237,55
21173,Other,16245,7
21174,Other,6642,84
21175,Other,942,78
21176,Total Arrests,12816,53
21177,Other,6542,14
21178,Other,15625,113
21179,Sexual Violations,9967,57
21180,Other,23815,91
21181,Drive While Impaired / Over 80,1422,46
21182,Theft Under $5000,5766,91
21183,Other,30223,133
21184,Other,16820,102
21185,Total Arrests,17224,106
21186,Other,4002,128
21187,Other,12648,32
21188,Assaults,5249,6
21189,Theft Under $5000,4960,74
21190,Other,27258,135
21191,Other,31985,29
21192,Total Arrests,18035,34
21193,Other Criminal Violations - Offensive Weapons,22213,7
21194,Total Arrests,25822,81
21195,Assaults,18646,77
21196,Other,25492,58
21197,Total Arrests,27216,85
21198,Other,22279,73
21199,Other,22663,45
21200,Other,3890,47
21201,Total Arrests,23282,77
21202,Drive While Impaired / Over 80,29058,73
21203,Other,1327,116
21204,Other,5902,30
21205,Theft Under $5000,3359,71
21206,Other,1586,103
21207,Fraud,13501,133
21208,Dangerous Driving,11561,104
21209,Sexual Violations,22030,122
21210,Assaults,16773,129
21211,Other Criminal Violations - Offensive Weapons,15819,31
21212,Dangerous Driving,19176,109
21213,Fraud,3333,72
21214,Other,17088,127
21215,Other,31645,85
21216,Assaults,22219,15
21217,Theft Under $5000,2821,56
21218,Total Arrests,15473,27
21219,Other,24438,2
21220,Other,4960,74
21221,Theft Under $5000,17444,64
21222,Refuse Sample,12367,5
21223,Other,25875,91
21224,Total Arrests,1302,68
21225,Drive While Impaired / Over 80,25250,81
21226,Assaults,10552,85
21227,Other,24081,23
21228,Other Criminal Violations - Offensive Weapons,20684,97
21229,Total Arrests,29657,124
21230,Other,22456,37
21231,Other,4113,30
21232,Total Arrests,24266,117
21233,Other,12764,9
21234,Total Arrests,11775,132
21235,Theft Under $5000,25593,66
21236,Assaults,24786,120
21237,Assaults,16883,124
21238,Other,8621,44
21239,Theft Under $5000,7246,109
21240,Other,11832,37
21241,Other,27728,67
21242,Total Arrests,30002,60
21243,Other,2106,36
21244,Fraud,9746,49
21245,Drive While Impaired / Over 80,21712,107
21246,Fraud,5631,8
21247,Other,3207,41
21248,Other,30540,101
21249,Total Arrests,23522,113
21250,Assaults,18954,109
21251,Theft Under $5000,2629,86
21252,Assaults,10069,78
21253,Other,29571,55
21254,Other Criminal Violations - Offensive Weapons,13395,110
21255,Drive While Impaired / Over 80,23149,65
21256,Other,1068,64
21257,Other Criminal Violations - Offensive Weapons,17891,140
21258,Total Arrests,19398,118
21259,Other,15246,42
21260,Assaults,9860,117
21261,Other,29165,50
21262,Other Criminal Violations - Offensive Weapons,6643,48
21263,Total Arrests,15378,73
21264,Other,29277,136
21265,Assaults,4067,135
21266,Other,948,106
21267,Break and Enter,20774,8
21268,Other,24528,110
21269,Robbery,1172,31
21270,Sexual Violations,15832,12
21271,Other,6115,127
21272,Dangerous Driving,172,57
21273,Theft Under $5000,22067,140
21274,Other,12819,27
21275,Other,9336,46
21276,Total Arrests,10052,135
21277,Other,22241,61
21278,Other,6210,58
21279,Total Arrests,10381,13
21280,Refuse Sample,27070,100
21281,Other,3578,49
21282,Other,8381,35
21283,Assaults,4077,94
21284,Total Arrests,158,95
21285,Other,7778,72
21286,Assaults,19102,123
21287,Other,26547,10
21288,Theft Under $5000,8438,4
21289,Drive While Impaired / Over 80,11096,125
21290,Sexual Violations,15280,29
21291,Other,19180,46
21292,Sexual Violations,7201,77
21293,Other,23913,59
21294,Assaults,28401,66
21295,Theft Under $5000,18762,107
21296,Fraud,14848,86
21297,Other,9042,133
21298,Other Criminal Violations - Offensive Weapons,1811,9
21299,Total Arrests,21575,20
21300,Drive While Impaired / Over 80,21817,127
21301,Theft Over $5000,28563,17
21302,Sexual Violations,7896,12
21303,Theft Under $5000,18511,82
21304,Assaults,28841,67
21305,Total Arrests,6954,133
21306,Other,19415,53
21307,Break and Enter,6324,54
21308,Other,22132,68
21309,Drive While Impaired / Over 80,26884,35
21310,Assaults,5606,88
21311,Break and Enter,5892,15
21312,Theft Over $5000,3077,15
21313,Total Arrests,18729,31
21314,Other,620,107
21315,Other,11095,10
21316,Other Criminal Violations - Offensive Weapons,2408,57
21317,Total Arrests,22645,7
21318,Assaults,12645,133
21319,Other,3005,125
21320,Other,20299,119
21321,Other Criminal Violations - Offensive Weapons,10679,80
21322,Other,27979,124
21323,Fraud,19981,57
21324,Robbery,26254,72
21325,Other,29884,28
21326,Theft Under $5000,4040,36
21327,Total Arrests,1305,56
21328,Assaults,5631,116
21329,Other,28670,59
21330,Assaults,30162,123
21331,Total Arrests,7283,66
21332,Fraud,26540,9
21333,Other,3308,134
21334,Theft Under $5000,17746,119
21335,Break and Enter,6666,122
21336,Other,4295,65
21337,Assaults,1788,131
21338,Other,1074,127
21339,Total Arrests,25742,87
21340,Other,22287,33
21341,Total Arrests,3600,137
21342,Assaults,30210,53
21343,Other Criminal Violations - Offensive Weapons,27294,92
21344,Theft Over $5000,15390,51
21345,Firearm-Related,11346,71
21346,Break and Enter,12319,40
21347,Fraud,16108,39
21348,Robbery,3056,121
21349,Assaults,22861,85
21350,Dangerous Driving,17044,137
